distance_km,is_cross_border,type_encoded,capacity,load_factor,passengers_estimated,service_ratio,is_underserved,service_type_encoded,distance_category_encoded,operator_encoded,origin_country_encoded,destination_country_encoded,is_domestic,distance_per_capacity,passengers_per_km
25.72,0,0,500,0.6012735347664679,300,0.6,0,0,0,57,3,3,1,0.05144,11.664074650077762
17.11,0,0,500,0.7053540334643487,352,0.704,0,0,0,57,3,3,1,0.03422,20.572764465225017
30.88,0,0,500,0.6439809418023201,321,0.642,0,0,0,57,3,3,1,0.061759999999999995,10.395077720207254
12.23,0,0,500,0.5413665226992982,270,0.54,0,0,0,57,3,3,1,0.024460000000000003,22.076860179885525
12.39,0,0,500,0.6923710838575211,346,0.692,0,0,0,57,3,3,1,0.02478,27.925746569814365
43.3,0,0,500,0.6232335907023039,311,0.622,0,0,0,20,3,3,1,0.0866,7.182448036951501
95.6,0,0,500,0.6454733358847919,322,0.644,0,0,0,20,3,3,1,0.19119999999999998,3.3682008368200838
16.16,0,0,500,0.6665990165284508,333,0.666,0,0,0,62,7,7,1,0.03232,20.606435643564357
28.95,0,0,500,0.6595249839889533,329,0.658,0,0,0,62,7,7,1,0.0579,11.364421416234888
19.49,0,0,500,0.685472590856952,342,0.684,0,0,0,20,3,3,1,0.038979999999999994,17.547460236018473
22.9,0,0,500,0.6282256814715078,314,0.628,0,0,0,20,3,3,1,0.0458,13.711790393013102
12.02,0,0,500,0.6756552899088042,337,0.674,0,0,0,68,3,3,1,0.02404,28.03660565723794
12.36,0,0,500,0.6370226661208042,318,0.636,0,0,0,68,3,3,1,0.02472,25.728155339805827
31.75,0,0,500,0.6869405240443752,343,0.686,0,0,0,57,3,3,1,0.0635,10.803149606299213
287.27,0,1,400,0.6307683742006527,252,0.63,1,1,2,18,5,5,1,0.718175,0.8772235179447907
287.68,0,1,400,0.5532280648977702,221,0.5525,0,1,2,18,5,5,1,0.7192000000000001,0.7682146829810901
365.67,0,0,500,0.7042991058087517,352,0.704,0,0,2,18,5,5,1,0.73134,0.9626165668498919
375.12,0,0,500,0.6232018277442977,311,0.622,0,0,2,18,5,5,1,0.75024,0.829068031563233
40.17,0,0,500,0.6904028899140573,345,0.69,0,0,0,62,7,7,1,0.08034000000000001,8.588498879761016
13.94,0,0,500,0.6683643656700671,334,0.668,0,0,0,77,3,3,1,0.02788,23.959827833572454
35.83,0,0,500,0.7419091838397561,370,0.74,0,0,0,45,7,7,1,0.07166,10.32654200390734
202.46,0,0,500,0.6388267008814074,319,0.638,1,0,2,18,5,5,1,0.40492,1.575619875530969
267.48,0,0,500,0.6325341601940901,316,0.632,0,0,2,18,5,5,1,0.53496,1.1813967399431733
416.96,0,1,400,0.5990290197056134,239,0.5975,0,1,1,18,5,5,1,1.0424,0.5731964696853415
386.95,0,0,500,0.6348410108582863,317,0.634,0,0,2,18,5,5,1,0.7739,0.8192272903475901
203.38,0,0,500,0.6899970950971025,344,0.688,0,0,2,18,5,5,1,0.40676,1.6914150850624448
613.69,0,0,500,0.6691844695781706,334,0.668,0,0,1,18,5,5,1,1.2273800000000001,0.5442487249262656
336.68,0,0,500,0.5973158790426824,298,0.596,0,0,2,18,5,5,1,0.67336,0.8851134608530355
270.24,0,0,500,0.5966098539210404,298,0.596,0,0,2,18,5,5,1,0.5404800000000001,1.1027235050325637
650.17,0,0,500,0.7975153795986788,398,0.796,1,0,1,18,5,5,1,1.3003399999999998,0.6121475921682022
417.82,0,1,400,0.6855306686290963,274,0.685,0,1,1,18,5,5,1,1.04455,0.6557847877076253
328.47,0,1,400,0.5947775390731264,237,0.5925,0,1,2,18,5,5,1,0.8211750000000001,0.7215270800986391
638.74,0,0,500,0.7415589138404994,370,0.74,0,0,1,18,5,5,1,1.27748,0.5792654288129755
634.55,0,0,500,0.7535026081556591,376,0.752,0,0,1,18,5,5,1,1.2691,0.5925458986683477
528.32,0,0,500,0.8080939151304095,404,0.808,0,0,1,18,5,5,1,1.05664,0.7646880678376741
36.64,0,0,500,0.6036323432904713,301,0.602,0,0,0,57,3,3,1,0.07328,8.215065502183405
39.08,0,0,500,0.6619184491367393,330,0.66,0,0,0,20,3,3,1,0.07816,8.444216990788128
40.28,0,0,500,0.6987598814891215,349,0.698,0,0,0,20,3,3,1,0.08056,8.664349553128103
26.59,0,0,500,0.6750547084969922,337,0.674,0,0,0,94,3,3,1,0.05318,12.673937570515232
37.38,0,0,500,0.6594790808299372,329,0.658,0,0,0,56,3,3,1,0.07476000000000001,8.801498127340823
192.62,0,0,500,0.7000523046283571,350,0.7,0,0,2,62,7,7,1,0.38524,1.8170491122417194
161.64,0,0,500,0.5148383853500381,257,0.514,0,0,2,62,7,7,1,0.32327999999999996,1.5899529819351648
161.66,0,0,500,0.6838937659765454,341,0.682,0,0,2,63,3,3,1,0.32332,2.1093653346529755
166.77,0,0,500,0.6172962158436288,308,0.616,1,0,2,62,7,7,1,0.33354,1.8468549499310427
118.42,0,0,500,0.5584683551571772,279,0.558,0,0,0,62,7,7,1,0.23684,2.356020942408377
24.17,0,0,500,0.675560129976249,337,0.674,0,0,0,62,7,7,1,0.04834,13.942904426975588
20.1,0,0,500,0.7186829272581479,359,0.718,0,0,0,62,7,7,1,0.0402,17.860696517412933
15.4,0,0,500,0.6431275742686154,321,0.642,0,0,0,62,7,7,1,0.0308,20.844155844155843
23.01,0,0,500,0.697643727360147,348,0.696,0,0,0,62,7,7,1,0.046020000000000005,15.1238591916558
105.38,0,1,400,0.6806139128994323,272,0.68,1,1,0,64,7,7,1,0.26344999999999996,2.58113494021636
105.36,0,0,500,0.7157457226792023,357,0.714,0,0,0,63,3,3,1,0.21072,3.3883826879271073
87.81,0,0,500,0.7319982264685697,365,0.73,0,0,0,62,7,7,1,0.17562,4.156701970162851
60.23,0,0,500,0.6871063745535946,343,0.686,0,0,0,62,7,7,1,0.12046,5.694836460235763
21.43,0,0,500,0.6537716819450796,326,0.652,0,0,0,62,7,7,1,0.04286,15.212319178721419
64.69,0,0,500,0.5699017094051416,284,0.568,0,0,0,62,7,7,1,0.12938,4.3901684959035405
52.94,0,0,500,0.6376968755935026,318,0.636,0,0,0,62,7,7,1,0.10588,6.0068001511144695
105.61,0,1,400,0.5578376702341904,223,0.5575,0,1,0,64,7,7,1,0.264025,2.111542467569359
81.1,0,0,500,0.7585471358748908,379,0.758,0,0,0,20,3,3,1,0.16219999999999998,4.67324290998767
87.19,0,0,500,0.6412057093783832,320,0.64,0,0,0,20,3,3,1,0.17438,3.670145658905838
202.25,0,1,400,0.6061602403392242,242,0.605,0,1,2,18,5,5,1,0.505625,1.196538936959209
193.44,0,1,400,0.6275742688020234,251,0.6275,0,1,2,18,5,5,1,0.4836,1.2975599669148057
192.5,0,1,400,0.6021801223186226,240,0.6,1,1,2,18,5,5,1,0.48125,1.2467532467532467
538.3,0,1,400,0.7847525520215376,313,0.7825,0,1,1,18,5,5,1,1.3457499999999998,0.5814601523314138
295.36,0,0,500,0.6188675319132775,309,0.618,0,0,2,18,5,5,1,0.59072,1.046180931744312
296.55,0,0,500,0.6597303727618622,329,0.658,0,0,2,18,5,5,1,0.5931000000000001,1.10942505479683
376.65,0,0,500,0.6128764707150977,306,0.612,0,0,2,18,5,5,1,0.7533,0.8124253285543609
285.73,0,0,500,0.5839988744389647,291,0.582,0,0,2,18,5,5,1,0.5714600000000001,1.018443985580793
318.99,0,0,500,0.6194115454547358,309,0.618,0,0,2,18,5,5,1,0.63798,0.9686824038371109
221.55,0,0,500,0.6481481601475794,324,0.648,0,0,2,18,5,5,1,0.44310000000000005,1.4624238320920784
72.97,0,0,500,0.628534888774137,314,0.628,0,0,0,68,3,3,1,0.14594,4.303138276003837
36.34,0,0,500,0.6153789510063072,307,0.614,0,0,0,68,3,3,1,0.07268000000000001,8.447991194276279
81.59,0,0,500,0.5796841268164084,289,0.578,0,0,0,68,3,3,1,0.16318000000000002,3.542100747640642
62.59,0,0,500,0.6458447213685653,322,0.644,0,0,0,68,3,3,1,0.12518,5.144591787825531
78.85,0,0,500,0.57476398129845,287,0.574,0,0,0,20,3,3,1,0.15769999999999998,3.639822447685479
78.18,0,0,500,0.6880027981844802,344,0.688,0,0,0,20,3,3,1,0.15636000000000003,4.400102327961115
15.77,0,0,500,0.6541219876467251,327,0.654,0,0,0,58,3,3,1,0.03154,20.735573874445148
32.69,0,0,500,0.5771224250267535,288,0.576,0,0,0,20,3,3,1,0.06538,8.810033649434079
141.75,0,0,500,0.6345395461475068,317,0.634,0,0,0,20,3,3,1,0.2835,2.236331569664903
16.34,0,0,500,0.6123921797204709,306,0.612,0,0,0,20,3,3,1,0.03268,18.727050183598532
189.15,0,0,500,0.665958725520959,332,0.664,0,0,2,18,5,5,1,0.3783,1.7552207242928892
388.59,0,0,500,0.7170225223011573,358,0.716,1,0,2,18,5,5,1,0.77718,0.9212794976710672
290.56,0,0,500,0.5562413765177128,278,0.556,0,0,2,18,5,5,1,0.58112,0.9567731277533039
491.66,0,1,400,0.6057513039573709,242,0.605,1,1,1,18,5,5,1,1.22915,0.4922100638652727
364.21,0,1,400,0.5919933602216679,236,0.59,0,1,2,18,5,5,1,0.9105249999999999,0.6479778149968425
25.67,0,0,500,0.6835670038225233,341,0.682,0,0,0,62,7,7,1,0.051340000000000004,13.28398909232567
79.57,0,0,500,0.6606598314118844,330,0.66,0,0,0,62,7,7,1,0.15913999999999998,4.147291692849064
101.66,0,0,500,0.612401533413059,306,0.612,0,0,0,62,7,7,1,0.20332,3.0100334448160537
51.65,0,0,500,0.6340473032166691,317,0.634,1,0,0,62,7,7,1,0.1033,6.137463697967086
10.55,0,0,500,0.6101987071598256,305,0.61,0,0,0,62,7,7,1,0.0211,28.90995260663507
59.67,0,0,500,0.7038003569299299,351,0.702,0,0,0,62,7,7,1,0.11934,5.88235294117647
50.23,0,0,500,0.6510655824335971,325,0.65,0,0,0,62,7,7,1,0.10046,6.47023691021302
47.44,0,0,500,0.7450595342876504,372,0.744,0,0,0,62,7,7,1,0.09487999999999999,7.841483979763913
30.79,0,0,500,0.646966959309269,323,0.646,0,0,0,62,7,7,1,0.061579999999999996,10.490418967197142
408.02,0,0,500,0.6145796616544769,307,0.614,0,0,1,63,3,3,1,0.81604,0.7524140973481692
408.06,0,0,500,0.5743142803693586,287,0.574,0,0,1,62,7,7,1,0.81612,0.7033279419693182
71.23,0,0,500,0.5598430161872028,279,0.558,0,0,0,62,7,7,1,0.14246,3.916888951284571
149.79,0,0,500,0.5707932028497256,285,0.57,0,0,0,62,7,7,1,0.29957999999999996,1.9026637292209094
416.18,0,0,500,0.6633563325505742,331,0.662,1,0,1,63,3,3,1,0.83236,0.7953289442068335
416.2,0,0,500,0.6754362511614967,337,0.674,0,0,1,62,7,7,1,0.8324,0.8097068716962998
68.21,0,0,500,0.5709404648983933,285,0.57,0,0,0,62,7,7,1,0.13641999999999999,4.178272980501393
40.52,0,0,500,0.6947519157038058,347,0.694,0,0,0,62,7,7,1,0.08104,8.563672260612043
87.31,0,0,500,0.625846947415828,312,0.624,0,0,0,62,7,7,1,0.17462,3.57347382888558
32.88,0,0,500,0.6573396505992775,328,0.656,0,0,0,62,7,7,1,0.06576,9.97566909975669
38.27,0,0,500,0.7306110314127713,365,0.73,0,0,0,62,7,7,1,0.07654000000000001,9.537496733733995
48.95,0,0,500,0.6948419657932766,347,0.694,1,0,0,62,7,7,1,0.0979,7.088866189989785
26.48,0,0,500,0.6365734676047085,318,0.636,0,0,0,62,7,7,1,0.05296,12.009063444108762
34.71,0,0,500,0.6054403887292357,302,0.604,1,0,0,62,7,7,1,0.06942,8.700662633246903
125.62,0,0,500,0.5424092299335348,271,0.542,0,0,0,18,5,5,1,0.25124,2.157299793026588
482.3,0,0,500,0.614042334037879,307,0.614,0,0,1,18,5,5,1,0.9646,0.636533278042712
481.81,0,0,500,0.6394434880586153,319,0.638,0,0,1,18,5,5,1,0.96362,0.6620867146800606
439.72,0,1,400,0.5506410236424408,220,0.55,0,1,1,96,0,0,1,1.0993000000000002,0.5003183844264532
439.7,0,1,400,0.5934371516453847,237,0.5925,0,1,1,96,0,0,1,1.09925,0.5390038662724586
570.38,0,1,400,0.7038425941479384,281,0.7025,0,1,1,96,0,0,1,1.42595,0.49265402012693293
350.02,0,1,400,0.588757200909596,235,0.5875,0,1,2,96,0,0,1,0.87505,0.6713902062739272
369.12,0,1,400,0.567499870958827,226,0.565,0,1,2,96,0,0,1,0.9228000000000001,0.6122670134373646
177.18,0,0,500,0.6584327335983364,329,0.658,0,0,2,96,5,5,1,0.35436,1.8568687210746133
176.98,0,0,500,0.6720970324784705,336,0.672,0,0,2,18,5,5,1,0.35396,1.8985196067352244
266.0,0,1,400,0.5454800461278577,218,0.545,0,1,2,96,0,0,1,0.665,0.8195488721804511
24.86,0,0,500,0.7205466189873135,360,0.72,0,0,0,57,3,3,1,0.04972,14.481094127111827
10.87,0,0,500,0.645070593385787,322,0.644,0,0,0,97,3,3,1,0.02174,29.622815087396507
329.5,0,1,400,0.6009424811472424,240,0.6,0,1,2,96,0,0,1,0.82375,0.7283763277693475
517.3,0,1,400,0.7354107211628278,294,0.735,0,1,1,96,0,0,1,1.2932499999999998,0.5683355886332883
81.65,0,0,500,0.661660806563175,330,0.66,1,0,0,57,3,3,1,0.1633,4.041641151255358
12.85,0,0,500,0.6976568316956623,348,0.696,0,0,0,62,7,7,1,0.0257,27.08171206225681
12.51,0,0,500,0.6643562082600912,332,0.664,0,0,0,62,7,7,1,0.02502,26.53876898481215
12.22,0,0,500,0.6193781312679781,309,0.618,0,0,0,62,7,7,1,0.02444,25.286415711947626
62.01,0,0,500,0.6680751762603051,334,0.668,0,0,0,77,3,3,1,0.12401999999999999,5.386228027737462
39.12,0,0,500,0.592813689633967,296,0.592,0,0,0,77,3,3,1,0.07823999999999999,7.566462167689162
23.07,0,0,500,0.6554279852888262,327,0.654,0,0,0,38,3,3,1,0.04614,14.174252275682704
51.87,0,0,500,0.648338500467777,324,0.648,0,0,0,37,3,3,1,0.10374,6.246385193753615
75.49,0,0,500,0.639594157136373,319,0.638,0,0,0,62,7,7,1,0.15098,4.225725261624056
119.78,0,0,500,0.6435731244280535,321,0.642,0,0,0,62,7,7,1,0.23956,2.679913174152613
57.77,0,0,500,0.5559075477251181,277,0.554,0,0,0,62,7,7,1,0.11554,4.794876233339103
25.43,0,0,500,0.622563754612952,311,0.622,0,0,0,45,7,7,1,0.05086,12.229650019661817
90.36,0,0,500,0.6546422450570557,327,0.654,0,0,0,23,5,5,1,0.18072,3.6188579017264275
457.25,0,0,500,0.65799281959987,328,0.656,0,0,1,18,5,5,1,0.9145,0.7173318753417168
752.06,0,0,500,0.6986162429537021,349,0.698,1,0,1,18,5,5,1,1.50412,0.46405871871925114
868.49,0,0,500,0.813285392043235,406,0.812,0,0,3,18,5,5,1,1.73698,0.4674780365922463
21.34,0,0,500,0.606691257589275,303,0.606,0,0,0,23,5,5,1,0.04268,14.198687910028116
42.88,0,0,500,0.6984728600263369,349,0.698,0,0,0,62,7,7,1,0.08576,8.138992537313433
144.84,0,1,400,0.6213597180935843,248,0.62,1,1,0,96,0,0,1,0.36210000000000003,1.712234189450428
144.81,0,1,400,0.5676886345078098,227,0.5675,0,1,0,96,0,0,1,0.362025,1.5675713003245633
397.96,0,1,400,0.6887655446304756,275,0.6875,1,1,2,96,0,0,1,0.9948999999999999,0.6910242235400543
366.91,0,1,400,0.540318158412176,216,0.54,1,1,2,96,0,0,1,0.9172750000000001,0.5887002262135128
169.43,0,1,400,0.6459577086805001,258,0.645,0,1,2,96,0,0,1,0.42357500000000003,1.5227527592516084
169.45,0,1,400,0.6500291159021488,260,0.65,0,1,2,96,0,0,1,0.423625,1.5343759221009148
371.37,0,0,500,0.6164689895461678,308,0.616,0,0,2,18,5,5,1,0.74274,0.8293615531679995
371.59,0,0,500,0.7196232650032165,359,0.718,0,0,2,18,5,5,1,0.74318,0.966118571543906
264.19,0,1,400,0.5874976742700524,234,0.585,0,1,2,96,0,0,1,0.660475,0.8857261819145312
263.96,0,1,400,0.6144346814639928,245,0.6125,1,1,2,96,0,0,1,0.6598999999999999,0.9281709349901501
215.8,0,1,400,0.613016091938561,245,0.6125,0,1,2,96,0,0,1,0.5395,1.1353104726598702
188.32,0,1,400,0.5932845629264726,237,0.5925,0,1,2,96,0,0,1,0.4708,1.2584961767204759
61.77,0,0,500,0.6905404136579891,345,0.69,0,0,0,62,7,7,1,0.12354000000000001,5.585235551238465
72.4,0,0,500,0.6896744360276107,344,0.688,0,0,0,62,7,7,1,0.1448,4.751381215469613
29.4,0,0,500,0.562573401338091,281,0.562,0,0,0,62,7,7,1,0.0588,9.557823129251702
53.42,0,0,500,0.7152170121439076,357,0.714,0,0,0,62,7,7,1,0.10684,6.6828903032572065
53.3,0,0,500,0.5668754005982163,283,0.566,0,0,0,63,3,3,1,0.1066,5.309568480300188
560.07,0,0,500,0.8016273102170829,400,0.8,0,0,1,62,7,7,1,1.1201400000000001,0.7141964397307479
796.75,0,0,500,0.8063352568413792,403,0.806,0,0,1,62,7,7,1,1.5935,0.5058048321305303
475.26,0,1,400,0.54545167848924,218,0.545,0,1,1,64,7,7,1,1.18815,0.45869629255565375
400.27,0,1,400,0.5794592856022708,231,0.5775,0,1,1,18,5,5,1,1.000675,0.577110450445949
150.93,0,0,500,0.5947147665757032,297,0.594,0,0,2,18,5,5,1,0.30186,1.9677996422182469
304.22,0,0,500,0.6392539484855633,319,0.638,0,0,2,18,5,5,1,0.6084400000000001,1.0485832621129445
401.65,0,0,500,0.634598285790713,317,0.634,1,0,1,18,5,5,1,0.8032999999999999,0.789244366986182
400.46,0,0,500,0.688983026613467,344,0.688,0,0,1,18,5,5,1,0.80092,0.85901213604355
600.09,0,1,400,0.7655154373059804,306,0.765,1,1,1,18,5,5,1,1.5002250000000001,0.509923511473279
278.94,0,0,500,0.7197841905394978,359,0.718,0,0,2,18,5,5,1,0.55788,1.2870151287015128
394.07,0,1,400,0.5718915986710849,228,0.57,0,1,2,18,5,5,1,0.985175,0.5785774101048037
392.95,0,1,400,0.5895389063127736,235,0.5875,0,1,2,18,5,5,1,0.982375,0.5980404631632523
394.66,0,0,500,0.5658280903889525,282,0.564,0,0,2,18,5,5,1,0.78932,0.7145390969442051
383.39,0,1,400,0.5597064966751906,223,0.5575,0,1,2,18,5,5,1,0.958475,0.5816531469261066
184.7,0,0,500,0.698242581654873,349,0.698,0,0,2,18,5,5,1,0.36939999999999995,1.8895506226312941
263.27,0,0,500,0.7307791411774116,365,0.73,1,0,2,18,5,5,1,0.52654,1.3864093896000305
78.24,0,0,500,0.5882825564060039,294,0.588,1,0,0,18,5,5,1,0.15647999999999998,3.757668711656442
384.41,0,0,500,0.6203767870423553,310,0.62,0,0,2,55,5,5,1,0.7688200000000001,0.8064306339585338
125.26,0,0,500,0.6486797121520537,324,0.648,0,0,0,18,5,5,1,0.25052,2.586619830752036
144.99,0,0,500,0.6640080579409804,332,0.664,0,0,0,18,5,5,1,0.28998,2.289813090557969
478.44,0,1,400,0.5595198240039176,223,0.5575,0,1,1,18,5,5,1,1.1961,0.46609815232840063
569.76,0,0,500,0.7712030522232045,385,0.77,0,0,1,96,5,5,1,1.13952,0.6757231114855378
152.2,0,1,400,0.5763080326464541,230,0.575,0,1,2,18,5,5,1,0.38049999999999995,1.5111695137976349
151.25,0,0,500,0.649277386456086,324,0.648,0,0,2,18,5,5,1,0.3025,2.1421487603305787
295.69,0,1,400,0.6273142124001849,250,0.625,0,1,2,18,5,5,1,0.739225,0.8454800635801007
440.08,0,1,400,0.6003211134905468,240,0.6,0,1,1,18,5,5,1,1.1002,0.5453553899291038
515.3,0,0,500,0.7281807054736715,364,0.728,0,0,1,25,5,5,1,1.0306,0.7063846303124394
303.6,0,1,400,0.5945195098037085,237,0.5925,1,1,2,18,5,5,1,0.759,0.7806324110671936
307.0,0,0,500,0.6455818520397333,322,0.644,0,0,2,18,5,5,1,0.614,1.0488599348534202
217.84,0,1,400,0.5814994485058936,232,0.58,0,1,2,18,5,5,1,0.5446,1.0650018362100624
339.09,0,0,500,0.637060196866645,318,0.636,0,0,2,18,5,5,1,0.67818,0.937804122799257
475.3,0,1,400,0.6799323585252358,271,0.6775,0,1,1,18,5,5,1,1.18825,0.5701662108142226
386.41,0,0,500,0.678045972397062,339,0.678,0,0,2,18,5,5,1,0.7728200000000001,0.877306487927331
276.14,0,0,500,0.635225984098542,317,0.634,0,0,2,18,5,5,1,0.55228,1.1479684218150215
500.94,0,0,500,0.7848477202255368,392,0.784,0,0,1,18,5,5,1,1.00188,0.7825288457699525
409.06,0,1,400,0.5833090255121994,233,0.5825,1,1,1,18,5,5,1,1.02265,0.5695985918936097
128.56,0,0,500,0.7086562318793321,354,0.708,0,0,0,18,5,5,1,0.25712,2.7535780958307403
96.99,0,0,500,0.6684821096099047,334,0.668,0,0,0,18,5,5,1,0.19397999999999999,3.443653984946902
555.37,0,1,400,0.6946348927997885,277,0.6925,0,1,1,18,5,5,1,1.388425,0.49876658804040547
182.05,1,0,500,0.6723858462905139,336,0.672,1,0,2,18,5,7,0,0.36410000000000003,1.8456468003295796
151.81,0,1,400,0.521456192396575,208,0.52,0,1,2,18,5,5,1,0.379525,1.3701337197813055
331.85,0,0,500,0.5936616265545097,296,0.592,0,0,2,18,5,5,1,0.6637000000000001,0.8919692632213349
509.26,0,0,500,0.6903037496800473,345,0.69,0,0,1,18,5,5,1,1.01852,0.677453560067549
534.23,0,0,500,0.7571471547381854,378,0.756,0,0,1,18,5,5,1,1.06846,0.7075604140538719
599.94,0,0,500,0.8366257499742547,418,0.836,0,0,1,96,5,5,1,1.19988,0.6967363403006966
30.24,0,0,500,0.7615650073096316,380,0.76,0,0,0,18,5,5,1,0.06048,12.566137566137566
303.53,0,0,500,0.6819025550720379,340,0.68,0,0,2,57,3,3,1,0.6070599999999999,1.1201528679207986
358.56,0,0,500,0.6750422237472229,337,0.674,0,0,2,47,5,5,1,0.71712,0.9398705934850513
442.4,0,1,400,0.509947113292363,203,0.5075,0,1,1,18,5,5,1,1.1059999999999999,0.4588607594936709
479.55,0,1,400,0.5728663100132989,229,0.5725,0,1,1,96,5,5,1,1.1988750000000001,0.4775310186633302
10.85,0,0,500,0.610610812404588,305,0.61,0,0,0,62,7,7,1,0.0217,28.110599078341014
20.67,0,0,500,0.6189576200874443,309,0.618,0,0,0,62,7,7,1,0.04134,14.949201741654571
12.99,0,0,500,0.6415928090707606,320,0.64,0,0,0,63,3,3,1,0.02598,24.634334103156274
52.24,0,0,500,0.6263954711151436,313,0.626,1,0,0,57,3,3,1,0.10448,5.991577335375191
61.07,0,0,500,0.5510350094812106,275,0.55,1,0,0,62,7,7,1,0.12214,4.5030293106271495
358.45,0,0,500,0.6873955128058767,343,0.686,0,0,2,63,3,3,1,0.7169,0.9568977542195565
15.63,0,0,500,0.5963628487130097,298,0.596,1,0,0,62,7,7,1,0.03126,19.065898912348047
40.53,0,0,500,0.6619623432055575,330,0.66,0,0,0,62,7,7,1,0.08106000000000001,8.142116950407106
22.87,0,0,500,0.7537041334874988,376,0.752,0,0,0,62,7,7,1,0.04574,16.440752076956713
15.77,0,0,500,0.6040307704206789,302,0.604,0,0,0,77,3,3,1,0.03154,19.150285351934052
15.2,0,0,500,0.5234856238626835,261,0.522,0,0,0,0,3,3,1,0.0304,17.17105263157895
505.32,0,1,400,0.6856997889059944,274,0.685,0,1,1,18,5,5,1,1.2633,0.5422306657167736
118.19,0,0,500,0.7050479817499286,352,0.704,0,0,0,20,3,3,1,0.23638,2.9782553515525847
720.29,0,1,400,0.7979173727110297,319,0.7975,0,1,1,18,5,5,1,1.800725,0.44287717447139346
333.65,0,0,500,0.5885225202773792,294,0.588,0,0,2,18,5,5,1,0.6673,0.881162895249513
46.77,0,0,500,0.6748349611618261,337,0.674,1,0,0,62,7,7,1,0.09354000000000001,7.205473594184306
27.6,0,0,500,0.6267344771609974,313,0.626,0,0,0,20,3,3,1,0.055200000000000006,11.340579710144928
29.32,0,0,500,0.6447025822847933,322,0.644,0,0,0,20,3,3,1,0.05864,10.982264665757162
53.81,0,0,500,0.7822171673508518,391,0.782,0,0,0,20,3,3,1,0.10762000000000001,7.266307377810816
416.03,0,0,500,0.5748514835802423,287,0.574,1,0,1,62,7,7,1,0.8320599999999999,0.6898540970603082
48.14,0,0,500,0.6626869830747287,331,0.662,0,0,0,20,3,3,1,0.09628,6.875778977980889
636.06,0,0,500,0.7733846585882717,386,0.772,0,0,1,18,5,5,1,1.27212,0.606860987957111
636.63,0,0,500,0.8042893162469673,402,0.804,0,0,1,18,5,5,1,1.27326,0.6314499787945903
311.11,0,1,400,0.6048991576735447,241,0.6025,0,1,2,96,0,0,1,0.777775,0.7746456237343704
175.77,0,1,400,0.6154025269752051,246,0.615,0,1,2,96,0,0,1,0.439425,1.3995562382659157
169.22,0,1,400,0.5804175716289104,232,0.58,0,1,2,96,0,0,1,0.42305,1.370996336130481
110.04,0,1,400,0.6134563470622554,245,0.6125,0,1,0,96,0,0,1,0.2751,2.2264631043256995
107.03,0,1,400,0.5828403862251295,233,0.5825,0,1,0,96,0,0,1,0.267575,2.1769597309165656
226.67,0,1,400,0.6310785944928026,252,0.63,0,1,2,96,0,0,1,0.5666749999999999,1.1117483566418143
299.64,0,1,400,0.5815194831978183,232,0.58,0,1,2,96,0,0,1,0.7491,0.7742624482712589
299.64,0,1,400,0.6188550196951093,247,0.6175,0,1,2,96,0,0,1,0.7491,0.8243225203577627
155.42,0,1,400,0.5985368593157511,239,0.5975,0,1,2,96,0,0,1,0.38854999999999995,1.537768626946339
51.0,0,0,500,0.7063025125386084,353,0.706,0,0,0,57,3,3,1,0.102,6.921568627450981
80.63,0,0,500,0.6474303138205757,323,0.646,0,0,0,57,3,3,1,0.16126,4.005953119186407
12.27,0,0,500,0.561348376589656,280,0.56,0,0,0,80,3,3,1,0.02454,22.819885900570497
32.03,0,0,500,0.7130960750356996,356,0.712,0,0,0,6,3,3,1,0.06406,11.1145800811739
27.04,0,0,500,0.6047133849568691,302,0.604,0,0,0,80,3,3,1,0.054079999999999996,11.168639053254438
16.17,0,0,500,0.617311683067559,308,0.616,0,0,0,57,3,3,1,0.03234,19.047619047619044
21.93,0,0,500,0.6202169352978254,310,0.62,0,0,0,57,3,3,1,0.043859999999999996,14.135886912904697
10.27,0,0,500,0.7187219046585409,359,0.718,0,0,0,80,3,3,1,0.02054,34.95618305744888
181.5,0,0,500,0.5432162893010652,271,0.542,0,0,2,57,3,3,1,0.363,1.4931129476584022
18.06,0,0,500,0.8068874266829997,403,0.806,0,0,0,80,3,3,1,0.03612,22.31450719822813
36.83,0,0,500,0.7028028404533027,351,0.702,0,0,0,6,3,3,1,0.07366,9.53027423296226
48.15,0,0,500,0.661161945706458,330,0.66,0,0,0,57,3,3,1,0.0963,6.853582554517134
38.91,0,0,500,0.6472552999691857,323,0.646,0,0,0,57,3,3,1,0.07781999999999999,8.301207915702905
123.08,0,0,500,0.6642777037428829,332,0.664,1,0,0,57,3,3,1,0.24616,2.6974325641858954
22.11,0,0,500,0.676056121418967,338,0.676,0,0,0,20,3,3,1,0.044219999999999995,15.287200361827228
127.78,0,0,500,0.6822607792975028,341,0.682,0,0,0,20,3,3,1,0.25556,2.6686492408827673
49.48,0,0,500,0.6777802233001724,338,0.676,0,0,0,20,3,3,1,0.09895999999999999,6.83104284559418
94.71,0,0,500,0.6544790340627624,327,0.654,0,0,0,20,3,3,1,0.18941999999999998,3.4526449160595503
11.43,0,0,500,0.6401330789846337,320,0.64,0,0,0,20,3,3,1,0.02286,27.99650043744532
20.53,0,0,500,0.6424363358173244,321,0.642,0,0,0,20,3,3,1,0.04106,15.635655138821237
